Station_ID Latitude Longitude Closer_Vertex_ID Further_Vertex_ID Segment_ID NumTotalSegments Capacity
104 49.9024 18.0286 5926 4803 0 1 4
105 50.1992 15.7708 6587 6580 0 1 4
106 49.7239 17.2931 197 196 0 1 4
107 49.182 15.6339 6714 6143 0 1 4
108 49.4562 14.3611 3526 3525 0 1 4
109 49.5306 14.6649 5444 5443 0 1 4
110 49.268 14.7351 6283 5569 0 1 4
111 50.4834 14.9671 1504 1502 0 1 4
112 49.0504 17.47 3384 3381 0 1 4
113 49.1657 16.6648 3986 2584 0 1 4
114 49.8781 18.2967 4244 2961 0 1 4
115 49.375 14.0517 4258 4257 0 1 4
116 49.1101 14.5667 6972 6971 0 1 4
117 49.85 18.136 3974 3973 0 1 4
118 49.182 15.6339 6714 6143 0 1 4
119 50.0548 14.3391 762 73 0 1 4
120 49.267 14.7377 5790 5567 0 1 4
121 50.0763 16.6699 5598 2395 5 11 4
122 50.1081 16.6483 5598 2395 10 11 4
123 49.1104 14.5673 1995 1992 0 1 4
124 48.8728 17.3907 2066 5428 7 29 4
125 50.1343 13.9339 3228 2413 5 8 4
126 50.5577 14.4917 5779 923 6 8 4
127 49.0136 14.5155 6172 6170 0 1 4
128 50.4368 14.8975 6589 6445 0 1 4
129 50.297 13.9419 7106 7615 0 2 4
130 49.4854 13.943 3530 4734 10 22 4
131 50.8477 14.899 5458 5457 0 1 4
132 49.5892 17.3138 6471 5914 0 1 4
133 49.7627 18.6065 3767 1909 0 1 4
134 50.2152 12.8373 2139 836 3 4 4
135 49.9428 18.3246 3354 4326 0 2 4
136 49.2754 16.2211 7744 3466 0 1 4
137 49.6434 18.1266 6242 4771 0 1 4
138 48.874 17.2442 6884 2283 0 1 4
139 50.6085 14.8459 7514 916 26 33 4
140 50.1755 13.7646 7123 6947 0 1 4
141 49.9791 17.2259 5952 4090 20 32 4
142 49.1776 14.6768 370 369 0 1 4
143 50.0488 14.4786 6042 508 0 1 4
144 49.1802 18.062 4941 927 0 1 4
145 49.123 16.6032 4139 325 0 1 4
146 48.9616 17.3663 7701 1009 3 4 4
147 50.1338 13.2424 6805 6156 0 1 4
148 50.0409 14.2694 6493 5289 0 1 4
149 49.8663 14.2697 2320 2120 0 1 4
150 49.9674 14.4732 5195 3942 1 3 4
151 50.1105 15.7894 7786 6225 0 1 4
152 50.5885 13.6046 2074 898 0 1 4
153 49.8036 13.3871 5003 5002 0 1 4
154 50.1935 17.7497 7758 3866 13 27 4
155 50.1863 15.8042 4027 4026 0 1 4
156 49.4236 15.689 3837 3834 0 1 4
157 49.7607 16.6588 1721 5760 0 2 4
158 50.1223 14.7045 6652 5974 0 1 4
159 48.8743 17.2397 4001 2282 0 1 4
160 49.5192 14.0727 5381 5380 0 1 4
161 49.1805 16.8078 3367 210 0 1 4
162 48.5548 14.319 6633 2514 1 2 4
163 49.4755 13.2807 4129 2994 7 8 4
164 49.6963 15.804 5425 4888 0 1 4
165 49.217 16.4117 702 701 0 1 4
166 49.857 18.2575 4401 2967 0 1 4
167 49.995 17.4627 995 994 0 1 4
168 50.1356 13.2376 6159 6158 0 1 4
169 50.2136 17.2015 4520 752 0 1 4
170 49.5075 16.522 3550 3549 0 1 4
171 49.9672 12.6566 4713 4712 0 1 4
172 49.8557 18.5391 5107 4007 0 1 4
173 50.4163 16.169 5082 4242 0 1 4
174 50.4686 15.2167 3444 6011 4 13 4
175 50.086 12.2523 6456 6455 0 1 4
176 48.8986 14.4384 6867 3053 0 1 4
177 48.5548 14.319 6633 2514 1 2 4
178 49.9243 17.9456 7620 7121 0 1 4
179 50.3684 14.4782 7726 6956 0 1 4
180 49.6864 15.5335 5208 5206 0 1 4
181 50.3736 14.9125 3831 1631 6 7 4
182 50.1084 14.6411 6532 6531 0 1 4
183 50.5757 13.796 1145 1143 0 1 4
184 50.4369 14.8945 6444 6442 0 1 4
185 50.5163 13.9671 4492 916 7 10 4
186 49.4219 15.6868 829 828 0 1 4
187 49.8678 13.8961 1848 1847 0 1 4
188 50.3746 15.9139 7092 7091 0 1 4
189 49.551 15.9645 6176 585 0 1 4
190 49.9141 18.377 4924 3913 1 2 4
191 50.4823 14.9675 1496 1495 0 1 4
192 50.1013 14.5871 5958 5957 0 1 4
193 50.6113 16.0163 1898 5995 6 17 4
194 48.979 15.1153 5813 5824 0 2 4
195 49.3666 14.7239 7363 7362 0 1 4
196 50.0987 12.3205 535 534 0 1 4
197 49.6037 18.0067 6080 5753 0 1 4
198 49.6873 15.532 5211 5210 0 1 4
199 50.3343 15.8745 7790 7563 0 1 4
200 49.787 14.6758 1290 1289 0 1 4
201 49.7793 16.9118 7797 3197 0 1 4
202 49.8569 18.5453 5106 5105 0 1 4
203 50.1766 12.6852 838 837 0 1 4
204 50.5906 13.618 2858 897 0 1 4
205 49.4126 14.0372 4256 4255 0 1 4
206 50.1196 15.123 5167 5165 0 1 4
207 49.6967 15.8074 3605 3604 0 1 4
208 49.8197 18.3644 4958 3688 0 1 4
209 49.4251 14.5231 1827 1822 0 1 4
210 49.1517 16.629 739 738 0 1 4
211 49.2126 15.8927 5759 5562 0 1 4
212 50.3108 14.3143 7338 1905 0 1 4
213 49.3493 14.0489 6610 941 0 1 4
214 49.7547 13.5918 7191 6252 0 1 4
215 50.0305 18.387 5560 1829 163 276 4
216 48.9924 14.4568 3214 1653 0 1 4
217 50.099 12.3179 537 535 0 1 4
218 48.9521 16.7354 2908 1986 0 1 4
219 50.6608 13.868 7479 5299 0 1 4
220 50.1782 12.6761 4779 530 0 1 4
221 50.0813 14.5957 7492 6565 0 1 4
222 49.697 15.8072 5424 1031 0 1 4
223 50.5172 13.9872 3783 3694 1 2 4
224 49.7896 18.4126 5621 4154 0 1 4
225 49.5704 18.3582 6538 2709 0 1 4
226 50.1746 14.4515 5884 3028 0 1 4
227 48.8662 17.4112 2066 5428 5 29 4
228 49.6201 17.2945 177 202 2 14 4
229 50.2688 17.4358 5650 4519 10 18 4
230 50.1378 14.8481 5787 1694 0 1 4
231 48.8322 16.8673 2307 2305 0 1 4
232 49.7766 17.3913 7153 5438 0 1 4
233 49.9071 14.7135 4289 3979 0 1 4
234 48.8479 15.7322 5033 5032 1 2 4
235 50.1462 14.1581 4016 4015 0 1 4
236 49.482 13.5858 7096 3736 0 1 4
237 48.9384 15.0794 334 6186 11 28 4
238 49.395 13.2849 3452 3451 0 1 4
239 50.875 14.584 6063 4268 0 1 4
240 48.9737 17.8078 7584 4647 0 1 4
241 50.3061 15.8466 6982 6981 0 1 4
242 49.742 18.2813 3072 3043 0 1 4
243 49.7777 16.9118 7797 214 0 1 4
244 49.3494 14.0508 3839 2287 0 1 4
245 48.7822 16.9221 4053 2147 0 1 4
246 49.8052 18.3269 3716 3023 0 1 4
247 50.6609 14.0455 5365 3301 0 1 4
248 49.5868 17.3267 6926 5530 1 2 4
249 49.8683 14.2688 2122 2119 0 1 4
250 50.1049 14.5312 7552 1488 0 1 4
251 50.1791 15.1007 7218 5221 1 2 4
252 49.7264 12.8861 1066 1064 0 1 4
253 49.995 17.4627 995 994 0 1 4
254 49.4707 17.9732 1011 1010 0 1 4
255 50.5662 15.9927 1898 5995 0 17 4
256 49.7156 13.0268 1060 1071 1 7 4
257 48.9955 16.5482 4181 1608 0 1 4
258 49.4249 15.5858 1737 1736 0 1 4
259 49.8678 13.8961 1848 1847 0 1 4
260 50.4871 13.4419 5615 3328 0 1 4
261 49.655 17.833 5231 5228 0 1 4
262 50.9329 14.5584 2265 2264 0 1 4
263 49.8107 17.3313 5438 995 21 25 4
264 50.0387 15.5568 2771 2768 0 1 4
265 50.2714 14.238 5645 2400 0 1 4
266 49.742 18.2812 3045 3044 0 1 4
267 50.4274 14.9393 5885 2326 0 1 4
268 49.8398 13.8154 467 466 0 1 4
269 49.1892 14.6433 953 293 35 47 4
270 49.6594 18.2081 6363 6178 3 4 4
271 50.3115 14.3168 7334 5670 0 1 4
272 50.1757 13.7646 7122 6937 0 1 4
273 49.7374 16.9583 4655 4654 0 1 4
274 49.8192 18.1659 3966 3956 0 1 4
275 50.2477 14.3733 1389 1185 0 1 4
276 49.4249 15.5875 1738 1736 0 1 4
277 49.4562 14.3611 3526 3525 0 1 4
278 50.8697 14.9791 6166 4226 23 34 4
279 50.1059 12.3663 541 540 0 1 4
280 49.4822 13.585 7095 6380 0 1 4
281 50.4979 14.6914 6897 6443 10 12 4
282 50.0444 16.6915 2395 5598 0 11 4
283 50.1203 15.2834 5727 5726 0 1 4
284 49.4699 17.9733 1938 1011 0 1 4
285 50.7667 14.5395 2508 2507 0 1 4
286 49.6237 12.9415 4422 308 13 23 4
287 50.4487 17.0141 5560 4117 4 5 4
288 49.7158 13.131 1058 1057 0 1 4
289 49.4268 15.0209 7577 7574 0 1 4
290 50.2714 14.238 5645 2400 0 1 4
291 49.9657 12.6588 5635 4714 0 1 4
292 50.5255 15.2434 7656 7077 0 1 4
293 49.4618 17.44 7071 7069 0 1 4
294 50.1378 14.8431 1695 1694 0 1 4
295 49.916 18.3616 4924 4337 0 1 4
296 50.3844 13.5554 3795 3791 0 1 4
297 50.8477 14.899 5458 5457 0 1 4
298 49.5029 16.3333 7784 2503 0 1 4
299 49.5872 15.1484 684 675 3 7 4
300 49.6378 14.6521 1517 1516 0 1 4
301 49.6864 15.534 5207 5206 0 1 4
302 50.1231 15.2776 7506 7505 0 1 4
303 48.9989 15.0123 334 6186 2 28 4
304 50.9376 14.559 920 919 0 1 4
305 51.0432 14.5087 6508 2209 0 1 4
306 49.5016 16.6151 3622 3550 2 5 4
307 50.3828 13.1463 7603 7602 0 1 4
308 48.8826 13.6864 6113 5118 0 1 4
309 50.1369 12.6102 4797 4515 0 1 4
310 50.6344 13.819 6563 1118 0 1 4
311 49.2117 15.8966 5562 5561 0 1 4
312 48.9486 16.7354 2908 1987 0 1 4
313 50.3553 12.4681 7463 7461 0 1 4
314 49.6028 15.5734 1184 314 0 1 4
315 49.1936 17.5132 4564 4543 1 2 4
316 49.439 15.2032 6642 6034 0 1 4
317 49.6872 15.5313 5210 5209 0 1 4
318 50.3818 15.7631 4727 3402 12 17 4
319 49.4217 15.6873 264 261 0 1 4
320 50.3498 13.7719 7098 4073 0 1 4
321 49.2013 17.5505 4812 2922 0 1 4
322 50.5238 13.6378 2774 1565 5 6 4
323 50.6609 14.0482 3672 3302 0 1 4
324 50.6188 16.0202 1898 5995 7 17 4
325 49.949 12.6664 7288 7163 0 1 4
326 49.6434 18.1249 7205 4771 0 1 4
327 49.9522 16.9582 1539 1536 0 1 4
328 50.5061 14.0372 3855 3854 0 1 4
329 49.6873 15.532 5211 5210 0 1 4
330 50.6207 15.5967 2087 2086 0 1 4
331 49.0674 17.3646 3477 437 0 1 4
332 50.1359 14.8456 6685 1698 0 1 4
333 48.9525 17.3806 7711 7702 0 1 4
334 50.5866 15.1446 7184 4729 0 1 4
335 49.5475 14.664 2136 2135 0 1 4
336 49.5537 15.9655 6177 6176 0 1 4
337 50.221 12.3095 7613 1904 1 2 4
338 50.137 14.2448 6774 1699 0 1 4
339 49.6029 13.8773 2576 930 0 1 4
340 49.6817 14.6679 407 3632 2 8 4
341 50.3587 15.6259 4727 4144 0 1 4
342 49.9853 14.3935 5204 3655 0 1 4
343 49.5343 17.592 4601 997 0 1 4
344 49.8018 13.3881 5421 5000 0 1 4
345 50.5101 14.7841 6898 6897 0 1 4
346 50.3343 15.8748 7564 7563 0 1 4
347 49.3134 17.405 2605 2080 0 1 4
348 49.3397 14.0743 4327 2776 0 1 4
349 49.5008 18.7629 4005 4004 0 1 4
350 49.2602 13.914 2267 2266 0 1 4
351 51.0048 15.0039 4226 6166 4 34 4
352 49.5523 17.1684 7813 3609 1 3 4
353 50.2834 14.2601 2405 2404 0 1 4
354 50.6563 16.0399 5995 1898 12 17 4
355 49.7045 18.038 3907 3891 2 5 4
356 50.0442 16.7388 2396 2394 0 1 4
357 49.4325 17.1042 880 1763 1 4 4
358 50.136 14.4895 4859 1385 0 1 4
359 49.9676 15.3108 2498 2494 0 1 4
360 51.0261 15.0078 4226 6166 1 34 4
361 50.5872 13.7964 5411 1144 0 1 4
362 49.6586 15.1202 6659 1732 0 1 4
363 49.9209 15.8287 7148 7144 0 1 4
364 49.0692 14.5341 7675 7395 0 1 4
365 49.8419 13.8151 1400 1399 0 1 4
366 49.1311 18.0975 4941 6389 7 25 4
367 49.7104 13.4157 4568 3137 0 1 4
368 48.7296 16.3838 3865 3864 0 1 4
369 48.9692 16.5216 1407 1406 0 1 4
370 50.386 13.177 5830 5829 0 1 4
371 49.2077 14.2149 7250 2103 0 1 4
372 49.9897 16.7906 5731 1861 0 1 4
373 50.5961 14.8057 6187 6897 2 18 4
374 49.5473 17.5695 6976 6975 0 1 4
375 50.1321 16.2789 6534 965 1 3 4
376 49.7943 14.6796 7725 7721 0 1 4
377 49.6617 15.1195 1730 1729 0 1 4
378 50.4511 14.4513 7726 5779 12 23 4
379 50.4091 12.9334 725 724 0 1 4
380 50.7691 14.5383 2337 2336 0 1 4
381 50.8128 14.9687 6166 4226 31 34 4
382 48.8428 16.0611 5636 4756 0 1 4
383 50.5509 15.293 7656 4665 5 9 4
384 50.525 15.2443 7080 6011 0 1 4
385 50.769 15.0424 4126 2280 0 1 4
386 50.0444 16.6915 2395 5598 0 11 4
387 50.1544 16.2476 3286 6469 0 5 4
388 49.1729 18.0908 4941 6389 1 25 4
389 48.9793 17.4721 1009 5428 1 6 4
390 50.7912 15.0062 5010 4382 0 1 4
391 49.7877 18.4006 5586 4151 0 1 4
392 49.4574 14.3628 3529 3528 0 1 4
393 49.178 16.8146 352 351 0 1 4
394 49.8191 18.3642 4961 4960 0 1 4
395 49.1272 16.4262 5032 1829 51 98 4
396 49.6026 18.7446 2916 2909 0 1 4
397 50.5883 13.6016 4849 2071 0 1 4
398 50.6633 13.7626 5096 3809 1 2 4
399 49.7506 16.6574 5761 3739 0 1 4
400 48.7135 16.7895 5918 240 5 6 4
401 49.2168 14.1634 5777 6856 1 10 4
402 50.7134 13.9732 7054 6151 0 1 4
403 49.5348 14.6639 5442 4063 0 1 4
404 50.1359 14.8453 6683 1697 0 1 4
405 49.7579 16.4606 6913 969 0 1 4
406 49.7455 17.2386 5624 5447 7 12 4
407 49.5508 17.2638 1329 1286 0 1 4
408 49.4317 12.8426 1789 7244 3 16 4
409 50.3501 13.7721 7099 7098 0 1 4
410 49.1397 14.1965 4526 4523 0 1 4
411 49.7289 18.016 3905 3904 0 1 4
412 50.6836 14.5428 7660 2469 0 1 4
413 49.0196 18.1152 6389 4941 23 25 4
414 50.6588 13.7235 6537 3809 0 1 4
415 48.7707 14.4557 7727 4214 16 24 4
416 49.6861 13.3675 2536 2535 0 1 4
417 49.3086 14.1387 2334 2104 0 1 4
418 49.5671 15.2876 7673 4070 0 1 4
419 50.0387 15.5568 2771 2770 0 1 4
420 50.5101 14.7841 6898 6897 0 1 4
421 50.1194 15.0694 6815 1644 0 1 4
422 49.06 16.4912 2444 324 8 9 4
423 50.2302 17.3774 4519 5650 3 18 4
424 50.0571 16.6829 2395 5598 2 11 4
425 49.7603 16.6826 1723 1722 0 1 4
426 50.7755 14.6002 3332 5022 0 2 4
427 49.485 17.9648 3612 3611 0 1 4
428 49.6976 13.4288 4855 568 0 1 4
429 49.8199 14.2217 1528 1331 0 1 4
430 49.1846 14.9089 293 953 13 47 4
431 49.6501 18.2474 6364 5389 0 1 4
432 48.7818 16.9247 2146 109 0 1 4
433 50.8127 14.9619 4550 2276 0 1 4
434 50.1377 14.8435 1696 1695 0 1 4
435 50.7718 14.2031 6733 6468 0 1 4
436 50.4104 14.9359 2254 2010 0 1 4
437 50.1084 14.6411 6532 6531 0 1 4
438 50.1476 14.1785 801 5543 0 2 4
439 48.9394 17.1857 5428 2066 27 29 4
440 49.3095 15.0773 3377 3375 0 1 4
441 48.9946 16.5477 1606 1605 0 1 4
442 49.5869 13.3629 6359 4129 12 17 4
443 49.9522 16.9582 1539 1536 0 1 4
444 49.7262 18.0172 3903 3902 0 1 4
445 50.2637 12.9232 2890 2889 0 1 4
446 49.1085 14.57 6969 6965 0 1 4
447 50.4498 13.0642 3299 6028 6 17 4
448 49.5704 18.3582 6538 2709 0 1 4
449 50.5255 15.2441 7079 7077 0 1 4
450 50.6208 15.5971 4863 2087 0 1 4
451 49.5452 18.2111 3488 3487 0 1 4
452 49.0557 13.7881 6388 2251 0 1 4
453 50.791 15.0086 5011 4379 0 1 4
454 50.159 15.4471 6933 6931 0 1 4
455 48.8041 14.4556 7727 4214 20 24 4
456 50.3555 12.4681 7463 7462 0 1 4
457 49.9237 18.3207 5488 4326 0 1 4
458 49.662 14.6325 833 832 0 1 4
459 50.4579 13.3944 5470 604 0 1 4
460 49.0502 16.5476 3721 3720 0 1 4
461 50.3724 13.6866 3798 3790 4 5 4
462 50.3828 13.1463 7603 7602 0 1 4
463 49.7289 18.016 3905 3904 0 1 4
464 50.4727 13.4145 3122 3119 0 1 4
465 50.0635 16.6785 2395 5598 3 11 4
466 50.4965 13.1912 3135 4391 2 14 4
467 49.6029 13.8773 2576 930 0 1 4
468 49.6788 12.6001 2426 1085 0 1 4
469 49.3217 17.0802 7791 4197 5 6 4
470 49.8698 14.271 2125 2124 0 1 4
471 49.474 15.6467 613 4466 3 8 4
472 49.4574 14.3628 3529 3528 0 1 4
473 49.5594 15.2181 4578 314 11 19 4
474 50.6899 15.1387 5295 5294 0 1 4
475 50.4227 15.3645 2796 2795 0 1 4
476 50.4879 13.4506 1576 1575 0 1 4
477 49.8405 13.7218 1400 2549 0 9 4
478 49.3225 17.3143 3735 2607 0 1 4
479 50.4796 13.4416 6005 2702 0 1 4
480 50.2247 17.3691 4519 5650 2 18 4
481 50.7711 14.2049 2215 2214 0 1 4
482 49.3228 14.7189 7357 4156 0 1 4
483 50.1072 14.5505 4733 826 0 1 4
484 51.0432 14.5087 6508 2209 0 1 4
485 49.5519 17.2634 1328 1327 0 1 4
486 49.9113 18.3345 3914 3913 0 1 4
487 49.6026 18.7446 2916 2909 0 1 4
488 49.5061 16.2787 3549 7784 5 17 4
489 49.8535 18.53 6572 3429 0 1 4
490 49.4485 15.6022 2460 609 0 1 4
491 49.655 17.833 6452 5231 0 1 4
492 50.1544 16.2798 6994 3286 0 1 4
493 50.6608 13.868 7479 5299 0 1 4
494 49.4372 18.2646 6691 6454 0 1 4
495 50.7723 14.2033 2213 2212 0 1 4
496 50.0448 15.0274 4697 4696 0 1 4
497 49.0599 16.6681 1716 199 0 1 4
498 50.2204 12.7988 2139 2137 0 1 4
499 50.7667 14.5392 6882 6881 0 1 4
